CNNIndonesia.csv,detikcom.csv,tvOneNews.csv,VIVAcoid.csv
1585097863893118976,1596410985912434690,1547401257895112705,1569929975863865354
1585088291292188673,1596394935951187968,1547192381585231872,1569687864853798919
1584913462446391305,1596326809938927621,1547039158127828992,1569591350127132675
1584887008186753024,1596304311289536512,1546902734179164160,1569554604790259712
1584869625539330048,1596285402834698240,1546055142419550209,1569533489841840130
1584843927542059008,1596215876633649161,1545848533940441088,1569447550599729153
1584833348903784449,1596079937345097728,1545603654035595264,1569277292677070848
1584812945095430144,1596075235157200898,1544944192614309889,1569253769350873088
1584786999558303744,1596056568340090880,1544245745112346624,1569183052664033282
1584740654332383232,1596037094824099840,1544035335658647553,1569139645698682880
1584712946005180417,1596011971631091714,1543798527565869057,1569122257724915713
1584690024196763648,1596005511773634560,1543376472961867782,1568994666540048386
1584452994061717505,1595930872934375424,1543241015150399489,1568929490415554560
1584389749841633280,1595715501333757952,1542743186530975744,1568792860228722688
1584347459006107648,1595712019814121475,1542599897915920384,1568481157809065985
1584345946988892160,1595617733558865921,1542223409463013376,1568425417853501443
1584093836799660034,1595591182733742083,1542056069207191552,1568203582817849345
1584079485564899329,1595415869856907266,1541983067413155841,1568193913772711941
1584033906612793344,1595378656947453958,1541748934095187969,1568155294626377729
1584018041909628928,1595367884502564866,1541713008757739520,1568146586123014145
1583980272785461248,1595358322617716738,1541385750632988673,1568063927132762112
1583930159224086528,1595346392574312449,1541383863015944192,1567812003783385090
1583809040823382018,1595346030757040128,1540909482540077057,1567684539648180224
1583734760395808768,1595339144951222274,1540697457297743872,1567514566564904960
1583728464032473088,1595286513096327168,1540486327350677504,1567386459417776129
1583654374680788992,1595274733775364096,1540364905542320129,1567160213152890880
1583433088428019713,1595263616076247041,1539987163273519104,1567159479069999105
1583407151963176960,1595243185688682496,1539812524308463616,1567127111613448192
1583397081301274629,1595078821375799297,1539522218622799872,1566803116313710592
1583283264747282432,1595027398717853703,1539443325085708288,1566790769842999297
1583276893444390913,1595023288740233216,1539337895688822784,1566556479024672768
1583270924933300224,1594937071201812481,1539216569804259328,1566474204656336899
1583229125015195648,1594858462701572101,1538915622859333633,1566448778579972097
1583214015928754181,1594706498558562312,1538844139210481664,1566228941240946688
1583126891585683457,1594686667931131908,1538748423750291456,1566032649915101184
1583096164064251905,1594681882456821761,1537572369971048449,1565985475516854272
1583070980955549697,1594661918354145281,1537389835547070466,1565983823493754880
1583041268438794240,1594647823529689088,1537284124351660033,1565731546589700097
1583009790082441217,1594580206911688705,1536665048420012033,1565495510655713280
1582961442994917378,1594553855571894272,1536620888002506752,1565484030468177920
1582938274846617601,1594513737209155584,1536539582401249281,1565385257096196096
1582932986940764162,1594507369488302081,1536410117830168577,1565362743934603264
1582921909083463680,1594328927811604483,1536327306465013761,1565226598475104256
1582914503708229634,1594178725645467651,1536230905982775296,1565151088831246337
1582874317972725760,1593954810214350848,1535233840238563328,1565027400056193024
1582721712537227265,1593936707166277632,1534490708513792000,1564805940108750849
1582715669023404036,1593927266056429568,1534475325551394816,1564645528704786432
1582711138210701312,1593920293986353157,1534467920260210694,1564629326402039815
1582677896346611712,1593799397212553217,1534054081001467904,1564432243405520897
1582660523618803716,1593795164073754624,1533624351466983424,1564271552673509376
1582641636613697537,1593794786217316353,1533384137863618560,1564227404343955456
1582617462398328839,1593788884076339200,1533376340308553728,1564188499464835072
1582613434138779649,1593729812816072704,1533004815168864256,1564013592059715585
1582565091119366144,1593618745057890304,1532890675296972800,1563932938588557312
1582533865922449408,1593618049424396288,1532667434770915329,1563851026062802945
1582524551879348224,1593543607046250497,1532630808942768129,1563724817702191104
1582519260575694849,1593532534494830592,1532215190065778688,1563380685309882368
1582359596575834114,1593527273654829058,1532000304949960704,1563226303050166278
1582342221235294208,1593493491858169856,1532000298004189194,1562995166574968833
1582335417835147264,1593485711092719617,1532000284246827014,1562939017901252618
1582330606658416640,1593463420967440385,1531955535288799233,1562722461304893440
1582324087866945536,1593454624987664384,1531879726804963329,1562693276414930945
1582289335831105536,1593444034642644993,1531591621841522688,1562687495573487616
1582271451230801920,1593343483976318976,1531563184959631360,1562678296407851009
1582259873517301760,1593205341214625793,1531537229629181953,1562673895588917248
1582241751049285632,1593196149808271360,1531504266203893761,1562645211347849216
1581991293190037505,1593186739325177858,1531167913138278401,1561329917882535938
1581977802860945408,1593147092524040193,1530900282409750528,1561246734134546438
1581953682194956288,1593132174324404224,1530896880757899264,1560995971416223744
1581939512091213825,1593099545260720128,1530495871489413126,1560988416342233089
1581802605172252674,1593088317414903808,1529780942360879104,1560879196884193281
1581774626656395264,1593054996618092544,1529429605106364416,1560804955677552641
1581658898523918338,1593021476059447297,1529298345142849536,1560787989998948353
1581646143699689472,1592974116121894912,1528694525396328450,1560606549235486723
1581626719974277120,1592848356845490177,1528626293020844032,1560554459003949056
1581600852678266881,1592810027563335680,1528590813357219841,1560538096910815232
1581464949183897601,1592774822605496320,1528205904952238080,1560512665671217152
1581443744225976322,1592759442239528960,1527989916000735232,1559206801551200256
1581310710377652224,1592741256869908480,1527778696899207168,1557901832021716992
1581224173967671297,1592728445238272002,1527546440519602176,1557727831458598912
1581207616944242688,1592700235398189062,1527515493698981888,1557494532236648448
1581145015115386880,1592689997114757120,1527487538394726401,1557085695411245057
1581140923710287874,1592684733493829632,1527266206981361665,1557027705459093509
1581136121223790592,1592682523758415872,1527195651393540096,1556974848169037825
1581131019620524033,1592678919232458752,1527100636130848768,1556777668011442176
1581121877711671297,1592460805185978368,1527078127305822209,1556615773551878145
1581090869113139202,1592429087854829570,1526798656367919104,1556382433200992256
1581087554455343105,1592427728803926016,1526761553332011008,1556245800413306880
1580938528523194369,1592395174705074177,1526745656819298304,1555824004404940800
1580873549577097216,1592357513814573058,1526730443806019585,1555615894935441408
1580862671779680259,1592328833683832832,1526510726617378816,1555405245601251330
1580854954717515776,1592264815883403264,1526498126864846848,1555382092158054400
1580832330075471873,1592123811771604992,1526473382501310469,1555191467932790784
1580826986569957377,1592114272351444994,1526386790948478983,1555161178229207041
1580826208643690497,1592101713489567744,1526031696054824960,1555060223127130113
1580819079132155904,1592079894586040320,1525833216992550915,1554869480051724288
1580797468941246465,1591971530413871104,1525640241217818626,1554835776877211650
1580793129942515713,1591929193541025793,1525437154649812994,1554688174604988416
1580779173471473665,1591779829023739905,1525106850022453248,1554601576278347776
1580773515107917825,1591763342703529984,1524946553093619713,1554376343420162048
1580754184697106432,1591701778352988160,1524841606536257536,1553971065872793601
1580749795412824064,1591426866736336897,1524292238808813568,1553623633980846085
1580734118434078724,1591418595703197696,1523936417923366912,1553343299972263936
1580670006152425472,1591348653146472448,1523920283840630784,1553178699641417728
1580545690358333441,1591305127972855808,1523918537902882816,1552620422654373889
1580542921312305152,1591250116786196482,1523882789736640512,1552530569619070979
1580516762382381058,1591245774704328705,1523793322896084992,1552429640752381952
1580510167493672962,1591052123487506433,1523633769655115776,1552184530995269632
1580490346969980928,1591039925260283906,1522884584521699328,1552131803443408896
1580459046574116864,1590928931661783040,1522778526336032768,1552130174128246785
1580385177112412161,1590918437957783553,1522423421203714049,1551783672449118208
1580380598253690880,1590908583595900928,1520987335743000576,1551751432910426112
1580373972570365953,1590870710632824833,1519926483430502402,1551353174513950720
1580361221152251906,1590857118718066689,1519899995650277376,1551101764409036805
1580212622422855680,1590846479945457665,1519276057362268160,1550729182895738880
1580198079554146305,1590713547725492226,1519156263455580161,1550366422538153989
1580186577330130944,1590658270125035523,1518170395433906176,1550108722583597060
1580182493407297537,1590655307570712576,1518114781999558656,1549652113629724673
1580098436333871104,1590641933881593858,1517750236017721346,1549556960307003392
1580093356411346946,1590611538783502336,1517690987044229121,1549300655482818561
1580088247287324673,1590611012499435521,1517470195287465984,1549234207632736256
1580004814842626048,1590600482732449792,1517323941731131393,1549199115908550656
1579806122231623680,1590579905825189893,1517169800845266950,1548652878260084737
1579778396065714176,1590568574871310336,1516661233294123008,1548187702419345408
1579758859438395392,1590550511807143936,1516339836965117953,1548097340640071681
1579736682969980928,1590541245000323074,1516244205563043841,1547841933728309249
1579725532459339776,1590511813631909895,1515654163325407236,1547779520253399040
1579618377672163329,1590474337324134400,1515302160535195652,1547268393165660160
1579491440539103233,1590465784987652096,1515277338329591811,1547204971484946432
1579483276502179841,1590464568962195457,1515132879721975815,1547086452265140224
1579471822973980673,1590357673102426112,1514836179421564928,1547078393773993984
1579463149345853440,1590349113895403520,1514566649185116164,1547070091736428544
1579456721910726660,1590330815702917121,1514559098666237956,1546811243633094656
1579454003682811904,1590301547225047040,1514552064533172225,1546730961747922944
1579402503204253697,1590298860064108545,1514469280208723971,1546641631339614208
1579400991023460352,1590293402419019776,1514418423823958016,1546324036963090432
1579356270666342401,1590250964912672773,1514236218824749060,1545534338388750336
1579285746157948928,1590246357939654657,1514134310156046338,1544899292061921280
1579270421110611968,1590177920156282880,1514079438601818118,1544890857731473408
1579254416074412032,1590151367468859392,1513856964039692289,1544730171009159168
1579249325074395136,1590150371552346112,1513842503052509186,1544659819868499968
1579231012571471872,1590142091522342912,1513748730675367941,1544549992462831617
1579081169508835333,1590024867591643138,1513739954802765825,1544515370295250944
1579047034404802560,1589871075160166401,1513699183273779200,1544461906924097536
1579035344531787778,1589868107346345984,1513551977208115201,1544244711874969600
1579021378334109696,1589790332807421952,1513540896351940611,1543891269302099968
1578999975379619840,1589782156330795008,1513515346212270085,1543472491607105538
1578910878489268225,1589650917837643779,1513481247237947397,1543455883446743041
1578909098703142917,1589636851370844160,1513453511740375042,1543173780406644736
1578747041085276161,1589625245572513799,1513368250490318853,1543155905541246977
1578675644288110592,1589600820701585411,1513330260216987653,1543046939423297536
1578647820101627904,1589574857234210818,1513126664779157506,1542781688408772608
1578629019133566976,1589548031204069377,1513083129191284741,1542708591781548033
1578586015773601792,1589543188838113280,1512977174390661120,1542637240752283650
1578400469524746241,1589538382484488192,1512870347363680259,1542523503626182656
1578368932792401920,1589527283710234626,1512832732409126913,1542476569121157121
1578367655442255872,1589490675707420672,1512746405235888133,1542448641964576768
1578346364571820032,1589480838223241216,1512685009940799488,1542363819325792257
1578290187641028609,1589453572109910016,1512676321847312389,1542260910252732421
1578289440908115970,1589428925326835718,1512606104571707394,1541971985797812224
1578263859592278017,1589400709308588032,1511936577353650177,1541877596840857600
1578252865180938241,1589386954092810243,1511923607890399236,1541420470783729664
1578230658958209025,1589293726609842181,1511641373631414272,1541379706959777793
1578225580713316353,1589262255669092355,1511631558951661569,1541285079271370752
1578203456984080384,1589234766783586305,1511548637393739778,1541059975954325505
1578200423042646016,1589203655609171968,1511326674658373632,1540996062550274048
1578145350875250688,1589195884335620099,1511214690407354371,1540927979236122625
1578005631063437315,1589186848060067840,1511206765836181505,1540628388754427908
1577981464347807744,1589097716205985792,1510966197457616898,1540366425813987329
1577972074840457227,1589095742911700993,1510799700856692737,1540346056021405697
1577964978597863424,1589044653537607680,1510568087426572289,1540338238220488704
1577961900880834561,1588856844730122240,1510121228941418500,1540209373833703425
1577924255316348928,1588835984145367041,1510098060399251457,1540132234622926848
1577911341687635968,1588805967537397760,1510087886418296835,1540027294030258176
1577856167878877184,1588751921933950976,1510073169624723456,1539935814506799104
1577710865029427201,1588690347072409600,1509793963091238913,1539599115645988865
1577649920021975041,1588647177198473216,1509786672371707906,1539035513276989441
1577612976550727680,1588640355716665353,1509688507341574170,1538839091004985345
1577576846719594496,1588613571008765952,1509517277447999491,1537321975311347712
1577569282162032642,1588521539661697029,1509403190047178752,1537306514381316096
1577563083920134145,1588501494663450633,1509391806806441987,1537270883529609217
1577561993401102336,1588496950738944001,1509367526530043911,1536577943362600960
1577561065193635841,1588469305921994752,1509347569717374976,1536567615379763200
1577557336126033920,1588458180958474241,1509335049845366792,1536548251993681921
1577534139431276544,1588452432908091392,1509138372165439499,1536304903286427648
1577525802505490432,1588441124460535809,1509065021929639936,1536303141963960320
1577492671873941504,1588435073069731843,1509035201694879747,1536295586722238464
1577452235659055104,1588377945160171522,1508771678481895428,1536183212388454400
1577433690384134144,1588341876100300801,1508686918229594113,1536147727838420992
1577325372319748096,1588326985872412672,1508633930794110976,1535991203677671424
1577270913929969665,1588125028838694912,1508390707404279809,1535859330225909760
1577238352419430400,1588105054870970368,1508336960816881665,1535809624669949952
1577218769851625472,1588088355115487232,1508249899128991745,1535636609034383361
1577200183892664320,1588085718642991104,1508002394633768969,1534844041451278336
1577199164815212544,1588062829571088384,1507988290640695297,1534452074787639296
1577197641724633088,1588044313375670273,1507756901575974916,1534374674230042625
1577195086881824768,1588043990431039488,1507558219459166211,1534178897176121344
1577176283754418177,1588021686468857857,1507508517237796868,1534154235217993728
1577168948004413441,1587925817220247553,1506857614029701125,1534112951082356737
1577167157795823616,1587895989490266115,1506559022958186501,1534105659527991297
1577158254433824768,1587792032600395777,1505911883802447874,1534096465416466432
1577156981214715904,1587781504020758530,1505780511343407108,1534094853797056512
1577146809654579200,1587779489370611712,1505562581762600960,1534016580597649409
1577123753427107847,1587767084397780993,1505525574097244166,1534013171052138496
1577070630930771969,1587755266631643136,1505521259505143815,1533857273188974593
1577012689229926400,1587722211820969984,1505476743775367174,1533836136627417088
1576943059798962176,1587705099501060098,1504975468885282819,1533598692069892096
1576924499307802624,1587679895341105152,1504671452787732487,1533458261269106689
1576914832518918144,1587651443275624449,1504373150477602817,1533419632421265408
1576907718052306944,1587648726507610114,1504358138509606920,1533417863754547200
1576889815206854657,1587509682100396033,1504289303429455873,1533256556250157056
1576836361059201024,1587441519031734278,1504067976726663176,1532936062082764800
1576813687972966400,1587413092438351874,1504051496312139780,1532757516232167426
1576789002510012417,1587372452933427200,1504004553573773319,1532646913933094912
1576780059591184386,1587293718033453056,1503987703234252803,1532634075919331328
1576769014214275072,1587244020547330048,1503969418753495041,1532594943763419136
1576728169037504512,1587216374392410112,1503933589846642691,1532535058665353217
1576590909063372800,1587097992070307844,1503684200687316992,1532351471370481664
1576568986120032257,1587036026832359425,1503610719744323588,1532256224632156160
1576537494824574976,1587000025153937408,1503581027423252481,1532160455875043329
1576520208147435521,1586959343747928066,1503526402259267584,1531988826968555520
1576508777347497984,1586939921440571393,1503305461008777220,1531966309168164864
1576491259434504193,1586877641751248897,1503259408918142976,1531894832997597186
1576459375698276352,1586868146148937728,1503212842941489154,1531785360778268673
1576420512179228672,1586828286583345153,1503191197241597959,1531641181351735296
1576409541755142144,1586741289160249352,1502917649428193286,1531582803476742146
1576403155642118144,1586664291956146177,1502846445132550145,1531554339818307584
1576377060716601345,1586649834349641729,1502720596823592960,1531546028830253057
1576366229593280514,1586624650993360896,1502608730466136066,1531519486259437568
1576344464515137537,1586603673643323394,1502306114091642885,1531500607659339777
1576298871629959169,1586536039748870144,1502293026953064448,1531484500416270336
1576212126682603521,1586532256054743040,1502139389324906499,1531483649224237056
1576195224249982978,1586513793353383938,1502114853523116044,1531447654902685696
1576176855828541440,1586469269767946244,1501906211180281865,1531419705885396993
1576146337577304064,1586340070503682048,1501752462419513345,1531301930768551937
1576014035312484352,1586280947967791105,1501505215509368834,1531264431891443713
1575987419060441088,1586226570078949377,1501361399729037312,1531216133507850241
1575982826159484928,1586225199883730945,1501135643774181377,1531216126633381888
1575975425796284416,1586153110262714368,1501092428232937472,1531005985526935554
1575778031129350144,1585986900829011968,1501032722650722307,1530934755461459968
1575752609910050816,1585918205545091072,1500855808040398849,1530823643545993216
1575717258650800128,1585885754600964098,1500765217873141760,1530730659098017793
1575694395931643911,1585872147074924549,1500651711295201282,1530532351805009920
1575641878065688578,1585845033462382592,1500436907112960000,1530233142744797184
1575625382929530881,1585805181433905154,1500392506688557056,1530187858702573569
1575488422189232133,1585772954960412674,1500075914213822467,1530181807848583168
1575487146588524549,1585753992470138886,1499927815814139907,1529801804946370560
1575470296551002112,1585710905509175297,1499922531490283522,1529418277574758400
1575396883664867328,1585593045973696514,1499739692392402944,1529304262928240641
1575389281241092096,1585580397882138625,1499692806230929409,1529277716440133632
1575386985425838080,1585570484623708162,1499634275477442569,1529149261354397697
1575372238643089408,1585562298235723778,1499390604048203778,1529101944597270533
1575367959861952512,1585541662851432450,1499281306626113536,1528967551819976704
1575366706603888641,1585481131016724481,1499245197787471872,1528742937202282498
1575332657059143680,1585480332584812544,1499237394712719364,1528741318750375936
1575314578845536258,1585449064652480520,1499213616758673409,1528660769427976194
1575289144439615488,1585247036991016961,1498918867631939585,1528623153538138112
1575256768049221632,1585227117721272321,1498909646157135874,1528611980835033088
1575129565642379264,1585224071171768320,1498890863652524036,1528365080567373825
1575107484448325633,1585217762191884289,1498654332098473988,1528182241750175744
1575096319550828544,1585180778073391105,1498487216267358210,1528145247535894528
1575095559714578432,1585177104295108609,1498251425926713349,1528058680435871744
1575073398148866048,1585171394563919873,1498208492477292546,1528021821890494465
1574981632087707648,1585135614332223494,1497504737763069956,1527952602381447169
1574965100955332610,1585103427998257152,1497412369999282178,1527819734850293761
1574912312636416000,1585097561182011392,1497201979654737924,1527643823752368129
1574892003921633280,1585073288459554817,1497103333848326145,1527563541703626755
1574859609604440064,1584965606536843283,1497072862762782723,1527553484177829889
1574770783792275457,1584895292515704834,1496848155614187520,1527541771017670656
1574752264392421377,1584852170536517632,1496814811924946948,1527279805074243584
-1,1584826555519336449,1496802087031775235,1527236638132166656
-1,1584822199587938307,1496786992687947777,1527064881706303489
-1,1584818687999152128,1496751472368832513,1526916027430252545
-1,1584817962720043008,1496749986255499266,1526903691332136961
-1,1584817592618868737,1496720069895675905,1526874000646737920
-1,1584816009789177856,1496453921060966406,1526826446181650438
-1,1584813120488439808,1496380590311948289,1526765283901317121
-1,1584761935119130624,1496335518501457920,1526728165359439873
-1,1584760282051747840,1496289724163518465,1526422017200619521
-1,1584738896474161152,1496276635519111169,1526403667032649728
-1,1584709977553387522,1496084777757450240,1526119396069871617
-1,1584579986110963719,1496084370775441413,1526096638816595968
-1,1584541812831801349,1495925443081297921,1525863090775990273
-1,1584534170474258433,1495916260453879809,1525620749704175616
-1,1584496153852227584,1495746794633891845,1525511140557479938
-1,1584461642301337600,1495695300014473216,1525457671674920961
-1,1584456368920358912,1495668975816290313,1525360021940228096
-1,1584404719556251648,1495365005063045121,1525322524610818048
-1,1584400835429437440,1495302338562592771,1524991219637420032
-1,1584294328771678208,1495242158055780355,1524932198935080961
-1,1584274018487906304,1495194501568032768,1524595738801451010
-1,1584193993105367047,1495010789945913347,1524158358491607040
-1,1584187112626454529,1494860300536844288,1524034539235905537
-1,1584180704837271553,1494670423555932163,1523948849512943617
-1,1584174027299774466,1494564108938530818,1523925845127032832
-1,1584144860474327040,1494512769403527170,1523892473554083840
-1,1584130242394099712,1494269280073883648,1523839254928887808
-1,1584125080199909377,1493837834037301249,1523804023354126336
-1,1584078650214711297,1493833658171805698,1523642077594062848
-1,1584057843984240640,1493512671483731969,1523614645134651392
-1,1583958127426224132,1493405229903089664,1523510329904226304
-1,1583919827710021633,1493146515199590401,1523283338559057922
-1,1583795789305823232,1493048362982985728,1523249863349088257
-1,1583762801721749505,1493039315655409664,1523147190306172930
-1,1583759380159164416,1492876408544137218,1523103659751448577
-1,1583746069497667588,1492725527194791938,1523056088685301760
-1,1583677393423958016,1492706867881332738,1522788369901789184
-1,1583653259272605696,1492662576332767232,1522720251921661959
-1,1583509453382774784,1492468309413216258,1522578327067713536
-1,1583508612278030336,1492468161999900672,1522570893943214080
-1,1583470791118622720,1492324591405989888,1522528632815587329
-1,1583382749200936960,1492030441901096960,1522527607794769921
-1,1583377880808976385,1491986370394427393,1522454496437170178
-1,1583373672126898177,1491958438250762241,1522405435319275520
-1,1583274493991997442,1491954666145402881,1522061283842961409
-1,1583267186516238336,1491877395896287247,1521929425821913089
-1,1583264368384684032,1491612655554990080,1521791768383078400
-1,1583168979685687297,1491357739905208322,1521697132817788928
-1,1583083839412260864,1491307515400769538,1521395162756177920
-1,1583035029273575424,1491295939012612101,1521062353558642689
-1,1583009775633457152,1490940345382686720,1521043955994955778
-1,1582984545980207104,1490718272467005446,1520924921924182016
-1,1582971158495866881,1490459423457767424,1520596379470471168
-1,1582942665343086592,1490339115518554116,1520451170963103755
-1,1582680718034862086,1490219608720039936,1520241918961094656
-1,1582652920323256320,1490185877166821379,1520192995181559809
-1,1582629649741291522,1490094648513089536,1520063245834665984
-1,1582608584331829248,1489999275668824067,1520056847935283200
-1,1582608263061049346,1489803435604312064,1520012048884592642
-1,1582537653387509761,1489740063416074241,1520001751218221056
-1,1582514515161161729,1489490161607925761,1519982349701713923
-1,1582512462066323457,1489257895426359298,1519949885612699651
-1,1582500268767182848,1489202277365604357,1519678160392134657
-1,1582413618565775360,1489185362882985984,1519602432275140608
-1,1582392550794485760,1489151697364475905,1519583221997989888
-1,1582350028995448832,1489066756811284481,1519393958274555905
-1,1582315909590355968,1489059588494094340,1519270150054293507
-1,1582282035930202112,1488757209160830977,1518953506186612737
-1,1582266514811805696,1488580930587357189,1518880826041061376
-1,1582252388412686336,1488345373592616961,1518808604194660352
-1,1582251841777127424,1487949763240620032,1518643390887329793
-1,1582226060380233729,1487717167647068161,1518591175740977153
-1,1582196949955977216,1487702899756990464,1518530323725926402
-1,1582161233234472960,1487680493306798081,1518528628060872708
-1,1582113876963110913,1487030713887113222,1518513429933223936
-1,1582086136503054336,1487009925088051200,1518464334262796288
-1,1582043195625463809,1486868263376015362,1518448367008845826
-1,1582013513500749825,1486645168677613568,1518386085998448640
-1,1582008967609274370,1486536327969472512,1518335861489758208
-1,1581980030003204098,1486314171482644489,1518205630560948224
-1,1581932322433437697,1486160346930761730,1518114534082236416
-1,1581916882122469377,1485965818588323848,1518107491225071616
-1,1581907890008653825,1485244191806398466,1517879857882931200
-1,1581842440574898176,1485140693001863171,1517837325157339136
-1,1581830774373769217,1484869223146917890,1517794673586171904
-1,1581826323193864192,1484834357206347776,1517745121118334976
-1,1581730202018717696,1484827230165700615,1517738552351592448
-1,1581693530380304384,1484730074364473345,1517645189644312578
-1,1581666934050865154,1484401761964023810,1517504515624210433
-1,1581659196109381632,1484240602862473216,1517458462019493889
-1,1581621271762448385,1484089630731296773,1517437851570384897
-1,1581601425259651073,1483791891497816066,1517428113692573698
-1,1581592493787082752,1483710711893487624,1517311863024865280
-1,1581496081124184064,1483667453737828352,1517255875492147200
-1,1581467705156067331,1483247292777857025,1517235110839345152
-1,1581438226329239552,1482957139807068161,1517112453162672128
-1,1581291710784540672,1482867021893169153,1517002056019718146
-1,1581287893519466496,1482591973517119489,1516993145027719168
-1,1581229640680493056,1482248034096644097,1516825540522430465
-1,1581149917313368064,1481897658469945344,1516798231883051011
-1,1581148450338799617,1481846433649405952,1516774828065271810
-1,1581126450849386497,1481842345029287936,1516660208138919938
-1,1581112720547803137,1481618426451824640,1516632275303026689
-1,1581069258334695424,1481256402618568704,1516563318118395904
-1,1581053319459778560,1481219934482952199,1516527320080601088
-1,1581048361133649920,1480876408373084162,1516473463384420356
-1,1580985306198683648,1480865347364261889,1516434722171224064
-1,1580965603443060740,1480825286425939972,1516356705264672774
-1,1580956413710303235,1480811394421256192,1516176262196199424
-1,1580955105972523008,1480744162358022144,1516134986809708545
-1,1580912206723829762,1480739754920476679,1516054168364097536
-1,1580897008478736384,1480645141689892867,1516051304073760773
-1,1580888649692217344,1480524589071405058,1515973174277521411
-1,1580875378989539328,1480438901013577729,1515889489926754305
-1,1580816011645054977,1480435344457691139,1515714980930236416
-1,1580810907881705472,1480419905933438977,1515649296544108544
-1,1580810530083655680,1480401151749095427,1515353964757233671
-1,-1,1480382154542489612,1515340247403425795
-1,-1,1480017622741647360,1515335728674136071
-1,-1,-1,1515249654098583558
-1,-1,-1,1515231536999587845
-1,-1,-1,1515199835497922563
-1,-1,-1,1514884507790282754
-1,-1,-1,1514814287658688519
-1,-1,-1,1514734009762283542
-1,-1,-1,1514634862807838722
-1,-1,-1,1514574266641092610
-1,-1,-1,1514513843266928643
-1,-1,-1,1514511059977072645
-1,-1,-1,1514485618696339457
-1,-1,-1,1514475304202358786
-1,-1,-1,1514456674102218756
-1,-1,-1,1514234212882083842
-1,-1,-1,1514200359303933961
-1,-1,-1,1514156451362603018
-1,-1,-1,1514138104512143364
-1,-1,-1,1514125523655409665
-1,-1,-1,1514023829965733889
-1,-1,-1,1513879882681532423
-1,-1,-1,1513801618776502275
-1,-1,-1,1513787767087529984
-1,-1,-1,1513779750468145154
-1,-1,-1,1513707752001994757
-1,-1,-1,1513583548661661698
-1,-1,-1,1513542022296080389
-1,-1,-1,1513497357647704069
-1,-1,-1,1513466025475403779
-1,-1,-1,1513414318229843976
-1,-1,-1,1513392923278147584
-1,-1,-1,1513389414084321285
-1,-1,-1,1513346865269411841
-1,-1,-1,1513323205955493891
-1,-1,-1,1513211973025951745
-1,-1,-1,1513118609597292544
-1,-1,-1,1513102624769273856
-1,-1,-1,1513024745159024640
-1,-1,-1,1513018958638632960
-1,-1,-1,1513004230008717316
-1,-1,-1,1512928353770082305
-1,-1,-1,1512849343220359168
-1,-1,-1,1512841539763904514
-1,-1,-1,1512543822051364868
-1,-1,-1,1512533500099907589
-1,-1,-1,1512338977864359944
-1,-1,-1,1512298202136862726
-1,-1,-1,1512267248806682631
-1,-1,-1,1512052088729006081
-1,-1,-1,1512011586898067459
-1,-1,-1,1512005020748722187
-1,-1,-1,1511897185926868993
-1,-1,-1,1511870144913444866
-1,-1,-1,1511599849426526210
-1,-1,-1,1511467728820858883
-1,-1,-1,1511331596447612930
-1,-1,-1,1511299389859328001
-1,-1,-1,1511250058330578950
-1,-1,-1,1511235335983824896
-1,-1,-1,1511210298006462466
-1,-1,-1,1511087601410748416
-1,-1,-1,1511019537767927808
-1,-1,-1,1510969223056486402
-1,-1,-1,1510875452742639624
-1,-1,-1,1510853436857720836
-1,-1,-1,1510543648944889858
-1,-1,-1,1510512475275415559
-1,-1,-1,1510509668795252738
-1,-1,-1,1510263799005126657
-1,-1,-1,1510150206070923269
-1,-1,-1,1509897141489405955
-1,-1,-1,1509878360276676616
-1,-1,-1,1509807802675466240
-1,-1,-1,1509771056034111492
